doi,title,known_to_be_open,open_access_status
10.1016/j.ijproman.2012.05.002,A meta-analysis of brokering knowledge in project management,FALSE,NA
10.1016/s0020-7292(13)60004-1,Conscientious objection to provision of legal abortion care,FALSE,NA
10.1186/1748-5908-8-108,Determinants of implementation of maternal health guidelines in Kosovo: mixed methods study,TRUE,Open Access at publisher
10.1017/s0007485313000102,"Autosomal inheritance of alphamethrin, a synthetic pyrethroid, resistance in <span class=""italic"">Anopheles stephensi</span> – Liston, a malaria mosquito",FALSE,NA
10.3109/21691401.2012.743901,Biodegradable long circulating cellular carrier for antimalarial drug pyrimethamine,FALSE,NA
10.1289/ehp.1206446,Management Options for Reducing the Release of Antibiotics and Antibiotic Resistance Genes to the Environment,TRUE,Open Access at publisher
10.4269/ajtmh.12-0456,Risk Factors Associated with Clinical Malaria Episodes in Bangladesh: A Longitudinal Study,TRUE,Open Access at publisher
10.4161/hv.23514,"Scientific challenges and opportunities in developing novel vaccines for the emerging and developing markets: New Technologies in Emerging Markets, October 16th-18th 2012, World Vaccine Congress, Lyon",TRUE,Open Access at publisher
10.1016/j.marenvres.2012.11.002,Macrofaunal sediment selectivity considerations for beach nourishment programmes,FALSE,NA
10.1007/s10584-012-0532-3,Divergent options to cope with vulnerability in subsiding deltas,TRUE,Open Access at publisher
10.1111/ejed.12021,Framing ICT‐enabled Innovation for Learning: the case of one‐to‐one learning initiatives in Europe,FALSE,NA
10.1007/s12544-013-0089-x,The impact of automotive industry and its supply chain to climate change: Somme techno-economic aspects,TRUE,Open Access at publisher
10.1093/icc/dts048,"Entrepreneurship, institutions, and economic dynamism: lessons from a comparison of the United States and Sweden",TRUE,Open Access at publisher
10.1016/s1995-7645(13)60002-4,Larvicidal activity of green synthesized silver nanoparticles using bark aqueous extract of Ficus racemosa against Culex quinquefasciatus and Culex gelidus,TRUE,Open Access at publisher
10.1016/j.fcr.2012.11.013,Effect of different tillage and seeding methods on energy use efficiency and productivity of wheat in the Indo-Gangetic Plains,FALSE,NA
10.1016/j.aap.2012.05.024,Performance measures and input uncertainty for pedestrian crossing exposure estimates,FALSE,NA
10.1016/j.enpol.2012.04.024,The emergence of an electric mobility trajectory,FALSE,NA
10.1371/journal.pone.0059158,Health System Barriers to Access and Use of Magnesium Sulfate for Women with Severe Pre-Eclampsia and Eclampsia in Pakistan: Evidence for Policy and Practice,TRUE,Open Access at publisher
10.1186/1475-2875-12-211,MMV in partnership: the Eurartesim® experience,TRUE,Open Access at publisher
10.1186/1744-8603-9-6,Antiretrovirals for low income countries: an analysis of the commercial viability of a highly competitive market,TRUE,Open Access at publisher
10.1136/bmjopen-2012-002224,Access to medicines in Latin America and the Caribbean (LAC): a scoping study,TRUE,Open Access at publisher
10.1111/jcal.12007,Is it a tool suitable for learning? A critical review of the literature on Facebook as a technology‐enhanced learning environment,FALSE,NA
10.1108/jat-07-2013-0018,Digital reablement – a personalised service to reduce admissions and readmissions to hospitals and nursing homes,FALSE,NA
10.4081/gh.2013.63,Baseline drivers of lymphatic filariasis in Burkina Faso,TRUE,Open Access at publisher
10.1108/tldr-03-2013-0028,Promoting independence through the use of assistive technology,FALSE,NA
10.1111/ecge.12016,"Cultural Diversity, Innovation, and Entrepreneurship: Firm‐level Evidence from London",TRUE,Open Access at publisher
10.1016/j.chieco.2012.05.009,Export wage premium in China's manufacturing sector: A firm level analysis,FALSE,NA
10.1016/j.jenvman.2013.03.026,River rehabilitation for the delivery of multiple ecosystem services at the river network scale,FALSE,NA
10.1016/j.jdeveco.2013.05.006,Do IT service centers promote school enrollment? Evidence from India,TRUE,Open Access at repository
10.1080/09654313.2012.755832,Mapping Knowledge Space and Technological Relatedness in US Cities,FALSE,NA
10.1021/es401898f,SunShot solar power reduces costs and uncertainty in future low-carbon electricity systems.,FALSE,NA
10.1177/0272989x12472398,"Survival analysis for economic evaluations alongside clinical trials--extrapolation with patient-level data: inconsistencies, limitations, and a practical guide.",FALSE,NA
10.1016/j.ijmedinf.2013.03.004,How to improve change of shift handovers and collaborative grounding and what role does the electronic patient record system play? Results of a systematic literature review,FALSE,NA
10.1093/ageing/aft008,Effect of telecare on use of health and social care services: findings from the Whole Systems Demonstrator cluster randomised trial,TRUE,Open Access at publisher
10.1002/ijc.27955,A randomized trial comparing conventional cytology to liquid‐based cytology and computer assistance,TRUE,Open Access at publisher
10.1038/bjc.2013.231,What is a virtual multidisciplinary team (vMDT)?,TRUE,Open Access at publisher
10.3109/17483107.2012.723239,Current perspective regarding adults with intellectual and developmental disabilities accessing computer technology,FALSE,NA
10.1111/ejss.12025,A review of earthworm impact on soil function and ecosystem services,FALSE,NA
10.1016/j.tifs.2013.01.003,Public perceptions of agri-food applications of genetic modification – A systematic review and meta-analysis,FALSE,NA
10.1111/pbi.12012,The modification of plant oil composition via metabolic engineering—better nutrition by design,TRUE,Open Access at publisher
10.1177/0042098012468897,Mobile Technologies and Youthful Exploration: Stimulus or Inhibitor?,FALSE,NA
10.1007/s11657-013-0137-0,Osteoporosis in the European Union: a compendium of country-specific reports,TRUE,Open Access at publisher
10.1002/ajim.22263,A model for occupational safety and health intervention diffusion to small businesses,TRUE,Open Access at repository
10.1377/hlthaff.2013.0531,"Reconfiguring Health Workforce Policy So That Education, Training, And Actual Delivery Of Care Are Closely Connected",TRUE,Open Access at publisher
10.1016/j.marpol.2013.02.005,The development of world oceans & coasts and concepts of sustainability,FALSE,NA
10.1007/s00191-013-0308-6,Technological unemployment in industrial countries,FALSE,NA
10.1016/j.jmig.2013.05.006,Analysis of Adverse Events With Essure Hysteroscopic Sterilization Reported to the Manufacturer and User Facility Device Experience Database,FALSE,NA
10.1111/aswp.12018,Feminization and Labor Vulnerability in Global Manufacturing Industries: Does Gendered Discourse Matter?,FALSE,NA
10.1080/1389224x.2013.817343,Gender Differences in Access to Extension Services and Agricultural Productivity,FALSE,NA
10.1016/j.ijproman.2012.11.011,Mitigating the health and safety influence of subcontracting in construction: The approach of main contractors,TRUE,Open Access at repository
10.1016/j.oceaneng.2013.01.025,Planning for long-term coastal change: Experiences from England and Wales,FALSE,NA
10.1016/j.jup.2012.10.001,Enabling technologies and energy savings: The case of EnergyWise Smart Meter Pilot of Connexus Energy,FALSE,NA
10.1016/j.progpolymsci.2013.06.003,Biodegradable and electrically conducting polymers for biomedical applications,FALSE,NA
10.1007/s00223-013-9724-8,Health Technology Assessment in Osteoporosis,TRUE,Open Access at publisher
10.1093/oxrep/grt019,"Agglomeration, clusters, and industrial policy",FALSE,NA
10.1093/oxrep/grt017,"Innovation and intangible investment in Europe, Japan, and the United States",FALSE,NA
10.1007/s11051-013-1692-4,Global life cycle releases of engineered nanomaterials,FALSE,NA
10.1016/j.scitotenv.2013.01.032,Urban wastewater treatment plants as hotspots for antibiotic resistant bacteria and genes spread into the environment: A review,FALSE,NA
10.1016/j.geoderma.2012.06.011,Soil particle-size analysis up to 250μm by X-ray granulometer: Device set-up and regressions for data conversion into pipette-equivalent values,FALSE,NA
10.1007/s40273-012-0006-5,Pazopanib for the First-Line Treatment of Patients with Advanced and/or Metastatic Renal Cell Carcinoma,FALSE,NA
10.1016/j.jinteco.2012.06.004,Import competition from and offshoring to China: A curse or blessing for firms?,FALSE,NA
10.1145/2530540,Crowdfunding: Motivations and deterrents for participation,FALSE,NA
10.1111/ecc.12085,"Quality of life, resource utilisation and health economics assessment in advanced neuroendocrine tumours: a systematic review",TRUE,Open Access at publisher
10.1007/s10640-013-9682-7,Optimal Climate Change Policies When Governments Cannot Commit,TRUE,Open Access at repository
10.1017/s0266462313000378,"HEALTH TECHNOLOGY ASSESSMENT, VALUE-BASED DECISION MAKING, AND INNOVATION",TRUE,Open Access at publisher
10.1016/j.future.2013.01.010,"Internet of Things (IoT): A vision, architectural elements, and future directions",TRUE,Open Access at repository
10.1093/icc/dtt025,Financing innovation: creative destruction vs. destructive creation,FALSE,NA
10.1093/icc/dtt020,The demand and supply of external finance for innovative firms,TRUE,Open Access at publisher
10.1016/j.jadohealth.2013.02.024,Youths' Health-Related Social Problems: Concerns Often Overlooked During the Medical Visit,FALSE,NA
10.1016/j.vaccine.2013.06.060,Cost-effectiveness of human papillomavirus vaccination in low and middle income countries: A systematic review,FALSE,NA
10.1007/s00704-012-0780-1,Adapting agriculture to climate change: a review,FALSE,NA
10.1287/mnsc.1120.1684,Ethnic Innovation and U.S. Multinational Firm Activity,TRUE,Open Access at repository
10.1080/13507486.2013.766522,"Fiddling, drinking and stealing: moral code in the Soviet Estonian mining industry",FALSE,NA
10.1016/j.respol.2012.09.007,Academic engagement and commercialisation: A review of the literature on university–industry relations,TRUE,Open Access at publisher
10.1016/j.respol.2012.10.005,The nature of academic entrepreneurship in the UK: Widening the focus on entrepreneurial activities,FALSE,NA
10.1002/jgrc.20091,Gulf Stream's induced sea level rise and variability along the U.S. mid‐Atlantic coast,TRUE,Open Access at publisher
10.1016/j.jval.2012.10.010,Mapping to Obtain EQ-5D Utility Values for Use in NICE Health Technology Assessments,TRUE,Open Access at publisher
10.1371/journal.pmed.1001363,The Effectiveness of Mobile-Health Technologies to Improve Health Care Service Delivery Processes: A Systematic Review and Meta-Analysis,TRUE,Open Access at publisher
10.2147/ceor.s44866,"Challenges in measuring and valuing productivity costs, and their relevance in mood disorders",TRUE,Open Access at publisher
10.1504/ijbpscm.2013.051648,Information technologies in retail supply chains: a comparison of Tesco and Asda,FALSE,NA
10.1155/2013/928309,Detailed Simulation of Complex Hydraulic Problems with Macroscopic and Mesoscopic Mathematical Methods,TRUE,Open Access at publisher
10.1016/j.apenergy.2013.03.027,How does market concern derived from the Internet affect oil prices?,TRUE,Open Access at repository
10.1016/j.engfailanal.2013.02.009,Failure of industrial structures induced by the Emilia (Italy) 2012 earthquakes,FALSE,NA
10.1016/j.respol.2013.05.008,Developing a framework for responsible innovation,TRUE,Open Access at publisher
10.1002/pst.1602,Adjusting overall survival for treatment switches: commonly used methods and practical application,FALSE,NA
10.1111/dmcn.12246,A systematic review of interventions for children with cerebral palsy: state of the evidence,TRUE,Open Access at publisher
10.1016/j.ajic.2012.12.011,Replicating changes in hand hygiene in a surgical intensive care unit with remote video auditing and feedback,FALSE,NA
10.1016/j.infoecopol.2012.12.002,ICT and productivity: conclusions from the empirical literature,FALSE,NA
