doi,altmetric_id,altmetric_score,type,article_title,journal_title,journal_volume,journal_issue,page_starts,page_ends,publisher,altmetric_journal_id,total_mentions,print_publication_date,first_seen_on_date,last_mentioned_date,first_author,pdf_url,uri,mendeley_url
10.1007/s12544-013-0107-z,16683699,3.0,article,Bus accident severity and passenger injury: evidence from Denmark,European Transport Research Review,NA,NA,NA,NA,Springer Berlin Heidelberg,4f6fa4d03cf058f610000817,1,2013-06-14T00:00:00+00:00,2017-02-23T15:48:56+00:00,2017-01-01T00:00,Carlo Giacomo Prato,https://link.springer.com/content/pdf/10.1007%2Fs12544-013-0107-z.pdf,http://link.springer.com/10.1007/s12544-013-0107-z,http://www.mendeley.com/research/bus-accident-severity-passenger-injury-evidence-denmark
10.1128/aem.01583-13,1792939,114.5,article,Microbial Contents of Vacuum Cleaner Bag Dust and Emitted Bioaerosols and Their Implications for Human Exposure Indoors,Applied & Environmental Microbiology,79,20,6331,6336,NA,4f6fa4e83cf058f6100022c6,22,2013-01-01T00:00:00+00:00,2013-09-30T22:06:32+00:00,2017-09-16T01:44,Marc Veillette,http://aem.asm.org/content/79/20/6331.full.pdf,http://aem.asm.org/cgi/doi/10.1128/AEM.01583-13,http://www.mendeley.com/research/microbial-contents-vacuum-cleaner-bag-dust-emitted-bioaerosols-implications-human-exposure-indoors
10.17730/humo.72.2.e1x3101741127x35,16063180,3.0,article,The Importance of Local Traditional Institutions in the Management of Natural Resources in the Highlands of East Africa,Human Organization,NA,NA,NA,NA,NA,4f6fa4dd3cf058f610001c0c,2,2013-07-01T00:00:00+00:00,2017-02-03T00:17:09+00:00,2017-01-01T00:00,Jeremias Mowo,NA,http://sfaajournals.net/doi/10.17730/humo.72.2.e1x3101741127x35,http://www.mendeley.com/research/importance-local-traditional-institutions-management-natural-resources-highlands-east-africa
10.1586/erv.13.21,32234320,3.0,article,Vero cell culture-derived pandemic influenza vaccines: preclinical and clinical development,Expert Review of Vaccines,12,4,NA,NA,NA,4f6fa6173cf058f6100073db,1,2013-04-01T00:00:00+00:00,2018-01-26T08:55:20+00:00,2017-01-01T00:00,P Noel Barrett,NA,NA,http://www.mendeley.com/research/vero-cell-culturederived-pandemic-influenza-vaccines-preclinical-clinical-development-1
10.1080/17457300.2012.696663,20463327,3.0,article,Road safety impacts of the motorcycle in Brazil,International Journal of Injury Control and Safety Promotion,NA,NA,NA,NA, Taylor & Francis Group ,4f6fa4d73cf058f6100012a9,1,2013-06-01T00:00:00+00:00,2017-05-24T22:04:38+00:00,2017-01-01T00:00,Eduardo Alcântara de Vasconcellos,NA,NA,http://www.mendeley.com/research/road-safety-impacts-motorcycle-brazil
10.1016/j.jhin.2013.02.004,4617859,3.5,article,Improved hand hygiene technique and compliance in healthcare workers using gaming technology,Journal of Hospital Infection,84,1,32,37,NA,4f6fa5e93cf058f610005a48,3,2013-05-14T23:00:00+00:00,2015-10-13T11:35:34+00:00,2017-01-01T00:00,Higgins A,NA,http://linkinghub.elsevier.com/retrieve/pii/S0195670113000558,http://www.mendeley.com/research/improved-hand-hygiene-technique-compliance-healthcare-workers-using-gaming-technology
10.1016/j.vaccine.2012.10.111,1357808,8.35,article,Global production capacity of seasonal influenza vaccine in 2011,Vaccine,NA,NA,NA,NA,Elsevier Ltd,4f6fa5153cf058f6100036ea,8,2012-11-16T00:00:00+00:00,2013-04-11T04:58:58+00:00,2017-01-01T00:00,Partridge J,NA,NA,http://www.mendeley.com/research/global-production-capacity-seasonal-influenza-vaccine-2011-3
10.1016/j.respol.2013.06.005,1656072,9.8,article,Complex innovation policy systems: Towards an evaluation mix,Research Policy,NA,NA,NA,NA,Elsevier B.V.,4f6fa59a3cf058f610005127,21,2013-07-01T00:00:00+00:00,2013-07-29T15:03:18+00:00,2016-12-22T14:02,Edurne Magro,NA,NA,http://www.mendeley.com/research/complex-innovation-policy-systems-towards-evaluation-mix-4
10.1016/j.patrec.2013.01.021,1323916,5.1,article,Silhouette-based human action recognition using sequences of key poses,Pattern Recognition Letters,NA,NA,NA,NA,NA,4f6fa5113cf058f6100032a4,4,2013-02-01T00:00:00+00:00,2013-03-27T09:45:08+00:00,2016-12-20T00:00,Alexandros Andre Chaaraoui,NA,http://linkinghub.elsevier.com/retrieve/pii/S0167865513000342,http://www.mendeley.com/research/silhouettebased-human-action-recognition-using-sequences-key-poses
10.1017/s0266462313000111,15781009,3.0,article,HOME TELEMONITORING FOR CHRONIC DISEASE MANAGEMENT: AN ECONOMIC ASSESSMENT,International Journal of Technology Assessment in Health Care,29,02,155,161,Cambridge University Press,4f6fa6003cf058f610006257,2,2013-03-20T00:00:00+00:00,2017-01-25T14:35:05+00:00,2016-12-06T00:00,Guy Paré,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7F1211EA7AA7BB99F8C602E2B7B67A0E/S0266462313000111a.pdf/div-class-title-home-telemonitoring-for-chronic-disease-management-an-economic-assessment-div.pdf,http://www.journals.cambridge.org/abstract_S0266462313000111,http://www.mendeley.com/research/home-telemonitoring-chronic-disease-management-economic-assessment-7
10.1016/j.jbi.2013.06.007,1626309,7.2,article,Sharing clinical decisions for multimorbidity case management using social network and open-source tools.,Journal of Biomedical Informatics,,,NA,NA,Elsevier Inc.,4f6fa6213cf058f610007b98,7,2013-06-30T00:00:00+00:00,2013-07-15T23:52:13+00:00,2016-12-06T00:00,Martínez-García A,NA,NA,http://www.mendeley.com/research/sharing-clinical-decisions-multimorbidity-case-management-using-social-network-opensource-tools
10.1007/s12263-012-0316-4,1462598,5.25,article,The application of GMOs in agriculture and in food production for a better nutrition: two different scientific points of view,Genes & Nutrition,8,3,255,NA,Springer,4f6fa6193cf058f610007516,16,2013-05-01T00:00:00+00:00,2013-05-10T09:23:12+00:00,2016-12-01T00:00,M. Buiatti,http://link.springer.com/content/pdf/10.1007%2Fs12263-012-0316-4.pdf,http://link.springer.com/10.1007/s12263-012-0316-4,http://www.mendeley.com/research/application-gmos-agriculture-food-production-better-nutrition-two-different-scientific-points-view
10.1016/j.agsy.2012.09.006,16067809,3.0,article,The distribution of roles and functions for upscaling and outscaling innovations in agricultural innovation systems,Agricultural Systems,NA,NA,NA,NA,NA,4f6fa4e83cf058f6100021af,2,2013-02-01T00:00:00+00:00,2017-02-03T05:58:39+00:00,2016-12-01T00:00,Frans Hermans,NA,http://linkinghub.elsevier.com/retrieve/pii/S0308521X12001436,http://www.mendeley.com/research/distribution-roles-functions-upscaling-outscaling-innovations-agricultural-innovation-systems
10.1016/j.agsy.2013.03.003,1587994,5.1,article,Unravelling the role of innovation platforms in supporting co-evolution of innovation: Contributions and tensions in a smallholder dairy development programme,Agricultural Systems,118,NA,65,77,Elsevier Ltd,4f6fa4e83cf058f6100021af,7,2013-06-01T00:00:00+00:00,2013-06-27T10:51:14+00:00,2016-12-01T00:00,Catherine W. Kilelu,https://cgspace.cgiar.org/bitstream/10568/27877/1/AgricSystems.jpg,http://linkinghub.elsevier.com/retrieve/pii/S0308521X1300036X,http://www.mendeley.com/research/unravelling-role-innovation-platforms-supporting-coevolution-innovation-contributions-tensions-small
10.1111/emre.12015,15404567,3.0,article,"Small Firms, Big Patents? Estimating Patent Value Using Data on Israeli Start-ups’ Financing Rounds",European Management Review,10,4,183,196,NA,4f6fa5b43cf058f61000540e,1,2013-11-14T00:00:00+00:00,2017-01-12T07:53:46+00:00,2016-11-24T01:55,"Greenberg, Gili",http://onlinelibrary.wiley.com/doi/10.1111/emre.12015/pdf,NA,http://www.mendeley.com/research/small-firms-big-patents-estimating-patent-value-using-data-israeli-startups-financing-rounds
10.1586/14737167.2013.815401,1712810,3.0,article,Health technology assessment and comparative effectiveness research: a pharmaceutical industry perspective,Expert Review of Pharmacoeconomics and Outcomes Research,13,4,447,454,Taylor & Francis,4f6fa6173cf058f6100073d8,1,2013-08-01T00:00:00+00:00,2013-08-27T10:08:53+00:00,2016-11-18T00:00,Yanni Hao,NA,NA,http://www.mendeley.com/research/health-technology-assessment-comparative-effectiveness-research-pharmaceutical-industry-perspective
10.1007/s40273-013-0038-5,1324015,3.0,article,Optimal Global Value of Information Trials: Better Aligning Manufacturer and Decision Maker Interests and Enabling Feasible Risk Sharing.,PharmacoEconomics,31,5,393,401,Springer International Publishing AG,4f6fa5123cf058f6100032dc,1,2013-03-26T00:00:00+00:00,2013-03-27T10:31:59+00:00,2016-11-18T00:00,Eckermann S,https://link.springer.com/content/pdf/10.1007%2Fs40273-013-0038-5.pdf,NA,http://www.mendeley.com/research/optimal-global-value-information-trials-better-aligning-manufacturer-decision-maker-interests-enabli
10.1097/coh.0b013e32835b6e5a,20504875,3.5,article,The role of intellectual property rights in treatment access,Current Opinion in HIV & AIDS,8,1,70,NA,LWW,4f6fa6143cf058f610007070,2,2013-01-01T00:00:00+00:00,2017-05-26T00:38:05+00:00,2018-04-16T12:31,Ellen ‘t Hoen,https://pdfs.journals.lww.com/co-hivandaids/2013/01000/The_role_of_intellectual_property_rights_in.12.pdf,https://journals.lww.com/co-hivandaids/Fulltext/2013/01000/The_role_of_intellectual_property_rights_in.12.aspx,http://www.mendeley.com/research/role-intellectual-property-rights-treatment-access-challenges-solutions-4
10.1586/14737167.2013.814937,2236664,3.5,article,A review of cost-effectiveness evaluations as part of national health technology assessments of biologic DMARDs in the treatment of rheumatoid arthritis.,Expert Review of Pharmacoeconomics and Outcomes Research,13,4,NA,NA,Taylor & Francis,4f6fa6173cf058f6100073d8,2,2013-08-29T00:00:00+00:00,2014-04-03T21:59:40+00:00,2016-11-18T00:00,Iannazzo S,NA,NA,http://www.mendeley.com/research/review-costeffectiveness-evaluations-part-national-health-technology-assessments-biologic-dmards-tre-1
10.1093/humrep/det109,1490129,6.45,article,ESHRE Task Force on ethics and Law 20: sex selection for non-medical reasons,Human Reproduction,28,6,1448,1454,Oxford University Press,4f6fa6173cf058f6100072ea,6,2013-01-01T00:00:00+00:00,2013-05-18T15:34:42+00:00,2016-11-01T16:20,K. Diedrich,http://humrep.oxfordjournals.org/content/28/6/1448.full.pdf,https://academic.oup.com/humrep/article-lookup/doi/10.1093/humrep/det109,http://www.mendeley.com/research/eshre-task-force-ethics-law-20-sex-selection-nonmedical-reasons
10.3168/jds.2013-6563,10175654,6.0,article,Carbon footprint of Canadian dairy products: Calculations and issues,Journal of Dairy Science,96,9,6091,6104,Elsevier,4f6fa4f03cf058f610002d4a,6,2013-07-08T00:00:00+00:00,2016-08-01T08:32:44+00:00,2018-06-01T21:50,X.P.C. Vergé,http://www.journalofdairyscience.org/article/S0022030213004797/pdf,http://linkinghub.elsevier.com/retrieve/pii/S0022030213004797,http://www.mendeley.com/research/carbon-footprint-canadian-dairy-products-calculations-issues
10.1007/s11116-013-9457-6,17155306,6.0,article,Transport effects of e-commerce: what can be learned after years of research?,Transportation,NA,NA,NA,NA,Springer US,4f6fa57a3cf058f610004d80,4,2013-03-23T00:00:00+00:00,2017-03-09T06:32:16+00:00,2016-10-26T01:00,Orit Rotem-Mindali,https://link.springer.com/content/pdf/10.1007%2Fs11116-013-9457-6.pdf,http://link.springer.com/10.1007/s11116-013-9457-6,http://www.mendeley.com/research/transport-effects-ecommerce-learned-after-years-research
10.1021/es303012r,1344012,15.454,article,Comparing Embodied Greenhouse Gas Emissions of Modern Computing and Electronics Products,Environmental Science & Technology,NA,NA,NA,NA,American Chemical Society,4f6fa4eb3cf058f6100027ef,6,2013-03-07T00:00:00+00:00,2013-04-06T03:30:59+00:00,2016-10-10T01:00,Paul Teehan,NA,NA,http://www.mendeley.com/research/comparing-embodied-greenhouse-gas-emissions-modern-computing-electronics-products
10.1093/scipol/scs080,16271867,3.0,article,Measuring the integration and coordination dynamics of the European Research Area,Science & Public Policy (SPP),NA,NA,NA,NA,Oxford University Press,4f6fa5143cf058f6100034df,1,2013-04-01T00:00:00+00:00,2017-02-09T19:12:32+00:00,2016-10-04T01:00,"Barré, Remi",https://academic.oup.com/spp/article-pdf/40/2/187/4662390/scs080.pdf,https://academic.oup.com/spp/article-lookup/doi/10.1093/scipol/scs080,http://www.mendeley.com/research/measuring-integration-coordination-dynamics-european-research-area-8
10.4161/bioe.22461,16088779,6.0,article,Bioengineered protein phosphatase 2A,Bioengineered,NA,NA,NA,NA,Taylor & Francis,554b86622a83ee864e8b4577,2,2013-03-01T00:00:00+00:00,2017-02-03T21:15:29+00:00,2016-10-01T01:00,Juan A. Rubiolo,NA,http://www.tandfonline.com/doi/abs/10.4161/bioe.22461,http://www.mendeley.com/research/bioengineered-protein-phosphatase-2a-update-need
10.1088/1748-9326/8/3/035052,1791336,8.0,article,Global versus local environmental impacts of grazing and confined beef production systems,Environmental Research Letters (ERL),8,3,035052,NA,IOP Publishing,4f6fa6163cf058f6100072bb,10,2013-09-01T00:00:00+00:00,2013-09-30T08:06:46+00:00,2016-10-01T01:00,P Modernel,http://iopscience.iop.org/1748-9326/8/3/035052/pdf/1748-9326_8_3_035052.pdf,http://stacks.iop.org/1748-9326/8/i=3/a=035052?key=crossref.f9dece1a43c036344178c96182c89c5c,http://www.mendeley.com/research/global-versus-local-environmental-impacts-grazing-confined-beef-production-systems-6
10.1177/1741134313515667,16272147,3.0,article,Usage of generics in Ireland: Recent trends and policy developments,Journal of Generic Medicines,NA,NA,NA,NA,NA,4f6fa52b3cf058f610003ff0,1,2013-06-01T00:00:00+00:00,2017-02-09T19:18:58+00:00,2016-09-26T01:00,Aoife Brick,NA,http://journals.sagepub.com/doi/10.1177/1741134313515667,http://www.mendeley.com/research/usage-generics-ireland-recent-trends-policy-developments
10.1007/s40273-013-0039-4,1324013,23.0,article,Temporary Authorization for Use: Does the French Patient Access Programme for Unlicensed Medicines Impact Market Access After Formal Licensing?,PharmacoEconomics,31,4,NA,NA,"Laboratory of Economics and Management of Health Organizations (LEGOS), Paris-Dauphine University, Place du Marechal de Lattre de Tassigny, 75016, Paris, France. albane.degrassat-theas@eps.aphp.fr",4f6fa5123cf058f6100032dc,5,2013-03-26T00:00:00+00:00,2013-03-27T10:31:55+00:00,2018-01-22T08:00,Albane Degrassat-Théas,http://link.springer.com/content/pdf/10.1007%2Fs40273-013-0039-4.pdf,http://link.springer.com/10.1007/s40273-013-0039-4,http://www.mendeley.com/research/temporary-authorization-french-patient-access-programme-unlicensed-medicines-impact-market-access-af
10.1108/aa-06-2013-055,5518467,26.08,article,3D printing: the dawn of a new era in manufacturing?,Assembly Automation,33,4,307,311, Emerald Group Publishing Limited ,4f6fa5903cf058f610004e61,4,2013-09-23T00:00:00+00:00,2016-02-12T13:42:39+00:00,2016-09-15T01:00,Robert Bogue,NA,http://www.emeraldinsight.com/doi/10.1108/AA-06-2013-055,http://www.mendeley.com/research/3d-printing-dawn-new-era-manufacturing-11
10.4103/0975-7406.113306,2853214,3.5,article,Implant surgical guides: From the past to the present,Journal of Pharmacy & Bioallied Sciences,5,Suppl 1,S98,NA,Medknow Publications,4f6fa52c3cf058f6100040a5,3,2013-06-01T00:00:00+00:00,2014-11-05T12:10:55+00:00,2016-09-15T01:00,Manikandan Ramasamy,http://www.jpbsonline.org/article.asp?issn=0975-7406;year=2013;volume=5;issue=5;spage=98;epage=102;aulast=Ramasamy;type=2,http://www.jpbsonline.org/text.asp?2013/5/5/98/113306,http://www.mendeley.com/research/implant-surgical-guides-past-present
10.1080/13549839.2012.748732,15459973,3.0,article,Legitimacy for climate policies: politics and participation in the Green City of Freiburg,Local Environment,18,8,965,982,NA,4f6fa4d93cf058f61000141b,1,2013-09-01T00:00:00+00:00,2017-01-13T17:27:44+00:00,2016-09-07T04:54,Annica Kronsell,NA,NA,http://www.mendeley.com/research/legitimacy-climate-policies-politics-participation-green-city-freiburg
10.1002/asi.22754,1132174,23.988,article,Quantifying the benefits of international scientific collaboration,Journal of the American Society for Information Science & Technology,64,2,392,404,NA,4f6fa52c3cf058f6100040f8,13,2013-01-01T00:00:00+00:00,2012-12-19T00:36:34+00:00,2016-08-23T01:00,"Guerrero Bote, Vicente P.",http://onlinelibrary.wiley.com/doi/10.1002/asi.22754/pdf,http://doi.wiley.com/10.1002/asi.22754,http://www.mendeley.com/research/quantifying-benefits-international-scientific-collaboration
10.1080/13504851.2012.724158,1010526,3.5,article,"The relationship between international innovation collaboration, intramural R&D and SMEs’ innovation performance: a quantile regression approach",Applied Economics Letters,20,7,626,630,NA,4f6fa4d83cf058f610001347,2,2013-05-01T00:00:00+00:00,2012-10-19T09:54:23+00:00,2016-08-23T01:00,Bernd Ebersberger,NA,http://www.tandfonline.com/doi/abs/10.1080/13504851.2012.724158,http://www.mendeley.com/research/relationship-between-international-innovation-collaboration-intramural-rd-smes-innovation-performanc
10.1109/jbhi.2012.2234129,16273120,3.0,article,A Survey on Ambient-Assisted Living Tools for Older Adults,IEEE Journal of Biomedical and Health Informatics,NA,NA,NA,NA,IEEE,56b89c912a83ee67498b457b,1,2013-05-01T00:00:00+00:00,2017-02-09T19:38:29+00:00,2016-08-17T01:00,Parisa Rashidi,http://ieeexplore.ieee.org/iel5/6221020/6511984/06399501.pdf,http://ieeexplore.ieee.org/document/6399501/,http://www.mendeley.com/research/survey-ambientassisted-living-tools-older-adults
10.1016/j.envsoft.2013.08.003,16273349,3.0,article,Modelling land-use effects of future urbanization using cellular automata: An Eastern Danish case,Environmental Modelling & Software,NA,NA,NA,NA,NA,4f6fa4eb3cf058f6100027eb,1,2013-12-01T00:00:00+00:00,2017-02-09T19:42:33+00:00,2016-08-08T01:00,Morten Fuglsang,NA,http://linkinghub.elsevier.com/retrieve/pii/S1364815213001813,http://www.mendeley.com/research/modelling-landuse-effects-future-urbanization-using-cellular-automata-eastern-danish-case
